,date,location,IP address,component,interaction,duration,downtime
4536,2021-07-04,"282 Jeffrey Trafficway Apt. 802
East Barbara, PA 94841",159.254.158.35,web frontend,type,84.51,0.0
4537,2021-08-15,"301 Pitts Groves
Patriciaburgh, WY 04150",64.207.166.140,shipping database,potential SSH threat,87.56,40.11
4538,2021-07-28,"35530 Michelle Spurs
Coltonmouth, VA 28739",20.100.59.214,ios frontend,dropdown click,54.55,0.0
4539,2021-07-07,"56827 Nunez Islands
Whitneybury, DE 73195",193.158.115.244,django controller,HTTP 401 response,58.52,0.0
4540,2021-06-08,"28403 Miller Streets Suite 150
Martintown, MD 60512",117.162.110.20,django controller,HTTP 400 response,44.44,40.29
4541,2021-07-30,"Unit 9946 Box 5989
DPO AP 58098",194.219.208.16,shipping database,SQL injection threat,96.77,66.37
4542,2021-06-03,"863 Norman Via Suite 079
Andersentown, KS 21701",131.101.117.114,django controller,HTTP 500 response,38.64,0.0
4543,2021-08-08,"9129 Allen Terrace
Nicholasmouth, NC 10543",219.178.129.100,ai engine,error loading model,33.3,58.12
4544,2021-07-26,"5106 Brian Port Suite 316
East Gregory, TN 33688",181.143.60.246,customer database,potential SSH threat,63.46,12.19
4545,2021-05-30,"3687 Butler Port
Port Michael, ID 71371",221.126.150.195,mongodb database,entry does not exist,4.24,1.96
4546,2021-05-30,"776 Kelly Wells
East Christian, GA 69202",216.4.73.244,mongodb database,throttling,35.52,71.74
4547,2021-05-20,"4898 Mcbride Rue Suite 938
Lake Michelleton, NC 06843",194.224.206.157,ios frontend,scroll,14.39,14.08
4548,2021-08-08,"560 Morgan Roads
Danielberg, WV 44622",93.223.166.160,ios frontend,dormant,43.49,0.0
4549,2021-08-01,"8653 Derek Inlet Apt. 761
Lauramouth, OK 99118",136.159.46.145,django controller,HTTP 400 response,77.67,43.32
4550,2021-08-09,"88332 Grant Run
Port Bryanbury, WI 83671",197.140.64.142,ai engine,error loading model,34.06,58.96
4551,2021-08-11,"96099 Allison Fields Apt. 563
Clarkbury, RI 31878",56.251.159.155,ai engine,error loading model,21.98,20.87
4552,2021-07-21,"USNS Wilson
FPO AE 29399",154.242.30.245,sap shipping management system,server error,51.82,92.13
4553,2021-06-16,"993 Gary Trail Apt. 756
Lake Chelsea, WA 65602",16.220.160.252,ios frontend,bounce,80.29,21.54
4554,2021-08-18,"6940 Martin Neck
Garyburgh, OK 50368",104.75.162.175,django controller,HTTP 500 response,0.48,0.0
4555,2021-06-09,"10071 Vaughan Crossroad Suite 146
Lake Jerryborough, NE 57920",174.59.81.46,ios frontend,bounce,62.9,97.19
4556,2021-07-26,"78935 Novak Cliffs
Port Tiffany, WV 84875",19.76.8.145,ai engine,model version invalid,79.84,46.12
4557,2021-07-17,"026 Green Forges
Markberg, HI 69330",17.239.127.227,mongodb database,other,47.53,65.51
4558,2021-06-06,"PSC 6879, Box 4670
APO AP 42845",66.204.176.96,ai engine,training data error,44.43,84.03
4559,2021-07-26,"4359 John View Suite 388
Brianmouth, CA 92771",175.227.188.79,mongodb database,server error,89.76,16.88
4560,2021-08-07,"678 Gary Islands Apt. 680
Lisaville, MN 85961",220.255.249.84,customer database,timeout,81.54,35.23
4561,2021-07-21,"78909 Preston Alley Suite 942
Lake Dwaynefurt, ID 47867",221.70.69.140,ios frontend,bounce,23.32,0.0
4562,2021-08-14,"220 Boyd Overpass Suite 545
Port Dustin, AR 70435",31.164.239.163,android frontend,bounce,37.96,0.0
4563,2021-06-27,"336 Holmes Station Apt. 835
North Sarah, TN 45547",188.104.222.174,customer database,other,26.48,2.41
4564,2021-08-13,"965 Veronica Drive
Port Chelsey, CA 04659",115.247.227.180,ai engine,error loading model,15.329999999999998,18.16
4565,2021-06-19,"52433 Dawson Mountains Suite 556
Leechester, MO 63670",177.101.211.147,shipping database,invalid key,87.35,89.93
4566,2021-06-25,"39189 Teresa Harbors
Justinshire, IL 65114",194.39.175.31,customer database,update data error,40.32,0.0
4567,2021-06-18,"623 Jamie Hollow Suite 639
Lake Angelaton, RI 20385",215.1.195.28,shipping database,throttling,88.98,93.62
4568,2021-07-20,"717 Brittany Way Suite 383
Lake Rachelton, OK 13556",192.129.86.31,shipping database,request timeout,81.56,48.98
4569,2021-08-19,"527 Oscar Squares Apt. 147
Annefort, IA 18347",84.115.187.11,ios frontend,refresh,38.1,0.0
4570,2021-07-11,"595 Michael Ports
East Shannon, FL 02137",134.139.215.45,ios frontend,dormant,10.9,13.31
4571,2021-05-28,"393 Amanda Estate Apt. 260
Sarahside, NY 40657",81.198.6.71,android frontend,new route,98.69,0.0
4572,2021-06-19,"88848 Walters Harbors
Vaughnport, MA 49296",131.132.156.185,mongodb database,other,2.09,0.0
4573,2021-06-14,"37159 Webb Corner
South Coreyland, NY 56961",193.88.48.192,ios frontend,dormant,55.77,49.77
4574,2021-07-29,"0069 Thomas Well
Johnview, IA 17122",14.139.235.186,shipping database,potential SSH threat,28.59,16.25
4575,2021-06-26,"51186 Aaron Row
West Natalie, NC 14980",140.70.221.186,sap shipping management system,invalid SAP unit code,93.15,0.0
4576,2021-06-27,"Unit 0806 Box 5377
DPO AA 94281",207.87.250.156,web frontend,dropdown click,55.52,0.0
4577,2021-07-18,"695 Amanda Station Apt. 164
Ayalaborough, FL 97421",122.199.87.74,shipping database,invalid key,29.26,5.23
4578,2021-07-26,"66683 Martin Meadow Apt. 972
West Daniel, OH 24139",129.82.224.21,ai engine,error loading model,17.42,19.96
4579,2021-08-15,"437 Cunningham Walks Suite 116
Jacksonmouth, CO 42886",87.24.53.226,django controller,HTTP 401 response,95.95,69.83
4580,2021-06-17,"45546 Smith Fork
North Brendashire, MI 38342",205.228.112.2,sap shipping management system,invalid SAP unit code,0.91,0.0
4581,2021-08-12,"021 Hardin Dale
Kingside, CO 45886",137.19.81.65,django controller,HTTP 500 response,33.03,3.18
4582,2021-07-06,"Unit 2924 Box 0143
DPO AE 12327",196.63.22.37,customer database,timeout,67.84,44.42
4583,2021-07-07,"17831 Sarah Mill
West Sean, OR 99733",188.102.102.16,mongodb database,entry does not exist,97.76,92.47
4584,2021-05-25,"6653 Harris Throughway
Thompsonview, MS 28652",193.66.54.109,customer database,timeout,31.61,0.0
4585,2021-08-10,"195 Mcclain Via
Matthewland, IN 35116",159.138.95.24,django controller,HTTP 400 response,41.92,0.0
4586,2021-07-27,"5321 Smith Way
South Andrewbury, WY 71651",97.149.238.108,customer database,cannot find customer,31.8,27.44
4587,2021-07-26,"036 Mark Bypass Suite 707
North Williambury, OH 97445",208.31.84.81,shipping database,SQL injection threat,53.24,32.0
4588,2021-07-19,"17758 Spencer Shoals
Johnfurt, MA 81325",178.144.93.215,customer database,other,39.64,0.0
4589,2021-05-24,"5856 Calderon Estates Suite 397
Crystalfort, SD 89904",199.23.81.58,sap shipping management system,unknown shipping code,24.82,19.98
4590,2021-07-22,"USNV Brown
FPO AA 05783",222.119.249.51,ai engine,parameter values invalid,84.49,43.8
4591,2021-07-02,"PSC 2782, Box 0421
APO AA 56239",176.235.5.56,web frontend,type,30.52,46.04
4592,2021-08-06,"4971 William Way
New Richardville, OH 74713",8.81.82.38,shipping database,request timeout,24.03,22.76
4593,2021-06-25,"9866 Kelly Mall
North Thomas, PA 80634",85.20.200.82,android frontend,refresh,12.27,12.02
4594,2021-06-11,"3890 Matthew Motorway
Stephenbury, OH 39853",1.254.193.132,web frontend,click,82.24,65.29
4595,2021-08-13,"9509 Barnett Cliffs Suite 000
Jacobport, OR 10855",200.215.132.87,web frontend,refresh,23.18,19.42
4596,2021-06-24,"3410 Julie Terrace Suite 894
West Robert, DC 55814",115.30.191.108,ai engine,model version invalid,80.59,13.94
4597,2021-06-29,"4817 Gonzalez Wall
Hayneston, NC 04956",52.251.32.62,web frontend,type,57.54,37.0
4598,2021-06-07,"7702 Palmer Camp
Smithburgh, TX 03534",52.33.184.172,mongodb database,other,81.66,63.85
4599,2021-05-31,"7804 Brooke Plaza Apt. 764
Port Patrick, MD 55929",203.244.88.80,django controller,HTTP 404 response,87.06,0.0
4600,2021-07-21,"6621 Garcia Plain Apt. 382
Lake John, DE 17396",209.234.54.212,shipping database,request timeout,79.84,89.58
4601,2021-08-08,"99718 Scott Place Suite 118
North Kelly, CO 37939",42.115.179.67,sap shipping management system,connection timeout,3.73,0.0
4602,2021-05-29,"PSC 9236, Box 7204
APO AA 06153",177.61.161.115,ios frontend,bounce,21.48,0.0
4603,2021-05-28,"0611 Nicholson Rue Suite 462
Tylerstad, TN 83018",40.211.100.36,shipping database,SQL injection threat,21.96,6.57
4604,2021-08-13,"7758 Welch Tunnel
Lake Kelsey, IN 52216",101.115.235.52,customer database,potential SSH threat,18.55,9.76
4605,2021-07-06,"616 April Point Apt. 961
Robinsonburgh, UT 78923",17.131.117.180,web frontend,refresh,24.73,0.0
4606,2021-06-26,"7245 Alexander Parks Suite 507
Lauramouth, MN 11465",164.215.139.155,shipping database,throttling,57.49,98.09
4607,2021-06-27,"964 Rojas Expressway
South Summer, AR 47610",20.17.209.122,ios frontend,click,19.22,18.5
4608,2021-07-19,"139 Bass Gateway Suite 266
West Stephen, MI 90844",170.211.230.245,web frontend,dormant,96.81,0.0
4609,2021-05-27,"824 Phillips Islands
West Brittanymouth, CT 58288",56.77.216.229,web frontend,scroll,78.16,0.0
4610,2021-06-29,"50285 Reynolds Mountain
Logantown, CT 12053",141.203.222.120,django controller,HTTP 404 response,27.38,15.829999999999998
4611,2021-06-16,"14114 Welch Track Apt. 534
Teresashire, IL 74375",162.50.62.196,web frontend,new route,56.7,0.0
4612,2021-06-12,"2964 Victoria Islands
Baileyside, NV 89297",204.203.18.239,ios frontend,refresh,73.57,0.0
4613,2021-07-09,"009 Krista Freeway
Johnport, IA 60005",140.197.191.211,shipping database,invalid key,88.52,8.17
4614,2021-08-07,"727 Stephenson Rest Apt. 284
Samanthatown, IL 98521",212.41.153.68,sap shipping management system,unknown shipping code,96.08,0.0
4615,2021-06-09,"888 Tiffany Hill
North Randychester, CO 58310",207.47.106.35,web frontend,bounce,69.17,0.0
4616,2021-08-08,"868 Pierce Village
Thomasland, AL 98534",71.9.130.80,ios frontend,type,55.87,48.03
4617,2021-06-17,"Unit 2675 Box 3206
DPO AE 19704",73.153.41.27,customer database,potential SSH threat,53.98,0.0
4618,2021-08-10,"389 Brandi Circles
New Kelseybury, VT 28193",39.127.125.211,android frontend,click,82.29,0.0
4619,2021-06-10,"058 Joseph Branch
New Jasonfort, MD 92988",204.89.84.125,shipping database,invalid key,62.35,70.7
4620,2021-07-20,"138 Marcus Loop
Robertburgh, NJ 74420",157.189.5.125,django controller,HTTP 401 response,41.59,65.86
4621,2021-08-01,"963 Stephen Flat
Port Kevinmouth, OR 99809",192.77.213.215,android frontend,type,85.52,79.9
4622,2021-05-25,"27661 Jason Track Apt. 252
Hansonmouth, ND 66595",168.174.83.143,ios frontend,dropdown click,31.69,91.85
4623,2021-07-26,"56683 Charlene Port Suite 089
Lake Juanton, ND 55153",114.61.85.56,mongodb database,server error,86.58,38.74
4624,2021-05-27,"9358 Stokes Orchard
Elizabethburgh, NY 72109",28.175.238.230,ios frontend,refresh,4.36,0.0
4625,2021-07-14,"03312 Garza Walks
West Danielchester, WA 50293",18.228.243.5,android frontend,new route,18.59,0.0
4626,2021-07-18,"974 Robert Lakes
South Lauren, VA 32329",53.247.24.7,django controller,HTTP 400 response,63.13,0.0
4627,2021-07-03,"8091 Carlson Fork
North Blaketown, WI 20145",194.204.165.217,shipping database,invalid key,54.19,88.68
4628,2021-07-08,"849 Marcus Shoal Suite 343
Lake Cathy, FL 89355",204.6.96.225,sap shipping management system,server error,63.24,88.75
4629,2021-08-04,"4517 Morales Freeway
Myersville, HI 80778",174.163.243.120,android frontend,refresh,43.9,45.8
4630,2021-07-25,"9418 Watson Field Apt. 869
Port Danielborough, TN 30581",53.250.41.37,web frontend,dropdown click,4.16,0.0
4631,2021-05-28,"57301 Anderson Glens Suite 991
East Amberstad, KY 99120",167.116.190.117,ios frontend,dormant,90.75,74.45
4632,2021-06-26,"930 Graham Glen Suite 603
South Melissaside, UT 25385",83.53.200.33,android frontend,click,36.42,0.0
4633,2021-08-05,"USS Henderson
FPO AP 62050",217.101.21.243,ios frontend,refresh,88.82,41.95
4634,2021-06-17,"84243 Roman Spur
North Shaneport, PA 77473",196.221.77.15,mongodb database,entry does not exist,60.31,1.66
4635,2021-08-12,"36558 Simpson Extensions Suite 021
East James, KY 57649",61.213.236.38,sap shipping management system,invalid SAP unit code,30.51,23.41
4636,2021-06-15,"04142 Velez Mountains
Jacksonborough, TN 29756",144.209.178.36,customer database,cannot find customer,27.55,0.0
4637,2021-07-02,"992 Courtney Groves Apt. 564
Karenmouth, MN 36115",145.76.4.192,ai engine,parameter values invalid,0.4599999999999999,0.0
4638,2021-06-27,"126 Peterson Points Suite 886
South Stuart, KS 47511",24.186.20.172,android frontend,refresh,97.47,51.21
4639,2021-07-22,"9747 Nathan Key
Billyville, OR 52484",25.68.87.113,ios frontend,type,84.8,0.0
4640,2021-05-23,"15994 Thomas Turnpike Suite 558
Fuentesview, AZ 62302",26.128.81.128,ai engine,parameter values invalid,17.96,13.81
4641,2021-08-19,"555 Holly Stream Suite 721
Gordonmouth, OR 08492",40.57.99.186,android frontend,new route,2.24,0.0
4642,2021-07-22,"Unit 9312 Box 3050
DPO AP 87524",38.94.173.82,django controller,not authorised,91.05,92.43
4643,2021-06-04,"346 John Club Apt. 171
East Desireeberg, KS 75217",195.173.130.161,shipping database,potential SSH threat,60.2,96.81
4644,2021-08-08,"PSC 8850, Box 8177
APO AP 21454",31.210.197.194,web frontend,type,96.37,19.72
4645,2021-06-19,"Unit 5811 Box 8806
DPO AA 81547",136.155.137.74,mongodb database,entry does not exist,86.11,60.48
4646,2021-07-12,"20790 Tyler Terrace
Hernandezfort, LA 20757",133.27.51.84,django controller,not authorised,96.25,64.1
4647,2021-07-13,"404 Christine Bridge Apt. 638
South Rebekah, NC 22460",73.28.57.137,shipping database,throttling,38.94,15.29
4648,2021-06-24,"267 Kelly Plaza Apt. 466
Calhounview, KY 22805",140.123.174.209,web frontend,dropdown click,34.46,0.0
4649,2021-08-04,"4036 Paul Vista
Palmermouth, CA 18422",207.227.29.188,shipping database,throttling,88.45,75.8
4650,2021-07-29,"31753 Fernandez Summit
Sherryfort, OK 81547",156.26.187.52,django controller,HTTP 400 response,85.28,0.0
4651,2021-05-20,"PSC 1575, Box 2494
APO AE 26688",39.115.236.216,ios frontend,scroll,70.75,43.35
4652,2021-08-01,"284 Adams Corner
Moramouth, NJ 02004",201.24.13.189,sap shipping management system,unknown shipping code,54.0,0.0
4653,2021-06-20,"11989 Rivera Mountain
Karenfort, WA 87905",172.249.2.67,web frontend,refresh,70.01,1.11
4654,2021-06-29,"1482 Michael Spurs Apt. 278
Weberstad, RI 83094",215.105.107.155,sap shipping management system,invalid SAP unit code,97.25,82.48
4655,2021-07-04,"69030 Justin Vista
Lake Carolynton, OH 59667",57.115.58.208,ai engine,parameter values invalid,76.0,94.51
4656,2021-07-22,"PSC 6958, Box 7482
APO AA 20628",210.52.38.230,sap shipping management system,connection timeout,20.89,0.0
4657,2021-06-19,"34697 Phillips Highway
East Lisaview, HI 31637",29.211.97.226,web frontend,dormant,36.94,0.0
4658,2021-07-23,"2248 Dana Mountain
East Mark, NJ 41476",198.16.88.210,web frontend,type,30.82,95.91
4659,2021-06-04,"564 Solis Ramp
Port Michelestad, NC 28170",201.239.223.32,customer database,update data error,71.66,92.64
4660,2021-07-24,"99375 Dawn Bypass
New Melissamouth, MD 05879",204.113.64.87,android frontend,scroll,31.380000000000003,82.02
4661,2021-07-30,"396 Robbins Ways
South Michaelhaven, RI 40357",73.183.7.24,web frontend,dropdown click,13.72,19.34
4662,2021-08-09,"11008 Elliott Station Suite 994
Alvarezside, NJ 86211",78.203.97.178,ai engine,model version invalid,57.93,11.91
4663,2021-06-21,"69731 Brian Mission
Rileychester, NJ 60925",208.54.43.86,web frontend,new route,70.84,0.0
4664,2021-06-19,"017 Christopher Rest Suite 657
Hatfieldbury, MD 59217",157.176.16.202,mongodb database,throttling,65.5,29.73
4665,2021-07-08,"92976 Sharon Corner Suite 156
New Elizabeth, MD 36866",130.128.70.192,web frontend,type,73.74,0.0
4666,2021-07-04,"PSC 8831, Box 5495
APO AP 70065",91.67.96.217,ai engine,parameter values invalid,88.02,20.83
4667,2021-05-28,"28561 Goodwin Islands Apt. 448
Parkerbury, AZ 09727",166.157.77.247,android frontend,dropdown click,30.8,7.66
4668,2021-08-17,"2495 David Expressway Suite 961
Dunnland, DC 52056",215.151.214.180,ai engine,training data error,98.16,33.97
4669,2021-06-28,"197 Shane Gardens Apt. 367
Gloriahaven, UT 72539",58.116.243.107,ios frontend,refresh,96.8,0.0
4670,2021-07-10,"29510 Thompson Pike Apt. 864
Wrightbury, SC 90123",128.100.93.234,shipping database,throttling,33.85,17.43
4671,2021-05-30,"42515 Monica Station Suite 866
Lake April, AK 02557",209.247.255.102,django controller,HTTP 404 response,66.03,0.0
4672,2021-07-02,"229 Amy Ford
Sototown, NY 65684",62.211.12.177,web frontend,refresh,82.5,91.58
4673,2021-05-20,"31057 Herrera Crossing Apt. 473
West Karina, OH 87388",196.166.78.193,android frontend,dropdown click,25.86,0.0
4674,2021-06-12,"214 Thomas Bypass
Christinachester, IA 54476",192.215.109.245,ai engine,model version invalid,87.21,71.88
4675,2021-08-04,"302 Perez Loop
Millerbury, GA 89489",197.9.148.185,mongodb database,entry does not exist,83.44,25.12
4676,2021-08-09,"686 Wright Row Apt. 640
New Leslie, CT 95201",55.242.215.222,android frontend,click,90.86,48.82
4677,2021-07-03,"751 Joshua Plains Suite 448
Lisaview, TN 19039",88.158.189.230,android frontend,bounce,28.55,17.31
4678,2021-07-17,"86199 Berry Fort
Johnsonside, HI 71678",222.83.7.67,android frontend,dropdown click,40.35,0.0
4679,2021-08-14,"6933 Diane Overpass
Port Donaldfurt, NY 84377",186.41.120.215,django controller,HTTP 500 response,20.63,0.0
4680,2021-06-03,"38960 Joel Loop Suite 201
Shaneview, AK 03461",194.215.43.224,django controller,HTTP 400 response,11.67,11.11
4681,2021-06-20,"43094 Charles Mountains
New Briannaport, MN 38973",213.31.78.64,mongodb database,SQL injection threat,87.16,79.52
4682,2021-05-21,"8652 Ward Plaza Apt. 613
North Sarahmouth, DC 69791",194.216.188.56,sap shipping management system,server error,34.49,0.0
4683,2021-07-22,"901 Andrea Terrace Suite 520
South Tina, HI 99794",221.17.143.119,shipping database,potential SSH threat,28.09,2.35
4684,2021-06-03,"522 Butler Cape
South Alexandraland, DC 33850",202.72.228.253,customer database,cannot find customer,79.95,0.1599999999999999
4685,2021-08-07,"16883 Arnold Hills
West Eric, OH 05430",143.92.238.81,shipping database,request timeout,29.91,28.81
4686,2021-07-31,"7281 Michael Square
Frostland, WV 09988",31.199.144.196,mongodb database,throttling,32.11,42.4
4687,2021-07-24,"8084 Allen Ville
Harveyside, FL 51047",134.33.78.91,shipping database,potential SSH threat,7.34,2.71
4688,2021-08-06,"6874 Jonathan Estate
Anaton, CA 41497",198.119.30.114,django controller,HTTP 404 response,58.44,95.7
